num,title,units,lectures,sections,department
48738,Special Topics: Ecological Footprints,6.0,"[{'times': [{'days': [1, 3], 'begin': '10:30AM', 'end': '11:50AM', 'building': 'MM', 'room': '415IW', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Hartkopf']}]",[],Architecture
48740,Urban Design Methods and Theory,9.0,"[{'times': [{'days': [5], 'begin': '10:00AM', 'end': '12:20PM', 'building': 'CFA', 'room': '206A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Kline']}]",[],Architecture
48745,Digital Fabrication,9.0,"[{'times': [{'days': [2, 4], 'begin': '12:00PM', 'end': '01:20PM', 'building': 'MM', 'room': 'C4', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Pertierra']}]",[],Architecture
48750,History of Urban Design,9.0,"[{'times': [{'days': [2, 4], 'begin': '10:30AM', 'end': '11:50AM', 'building': 'CFA', 'room': '102', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Shaw']}]",[],Architecture
48753,Intro to Urban Design Media,6.0,"[{'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'BH', 'room': '140C', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A1', 'instructors': ['Instructor TBA']}]",[],Architecture
48755,Introduction to Architectural Robotics,6.0,"[{'times': [{'days': [2, 4], 'begin': '10:00AM', 'end': '11:50AM', 'building': 'MM', 'room': 'C4', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Pertierra', 'Bidgoli']}]",[],Architecture
48756,Project Planning and Reporting,VAR,"[{'times': [{'days': [5], 'begin': '09:00AM', 'end': '11:50AM', 'building': 'MM', 'room': '415IW', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Swarup']}]",[],Architecture
48757,Introduction to Computing for Creative Practices,10.0,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Instructor TBA']}]",[],Architecture
48759,Value Based Design Introduction,VAR,"[{'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'CFA', 'room': '206A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Eldaher']}]",[],Architecture
48760,Value Based Design: Embedded Commissioning,VAR,"[{'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'MM', 'room': '303', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A1', 'instructors': ['Akin']}]",[],Architecture
48767,AECM Synthesis:Theory,6.0,"[{'times': [{'days': [2], 'begin': '06:30PM', 'end': '09:20PM', 'building': 'MM', 'room': '415IW', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Bates']}]",[],Architecture
48769,Thesis/Project,18.0,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Hartkopf', 'Krishnamurti', 'Lee', 'Akin', 'Cochran', 'Loftness', 'Abdul-Aziz', 'Karaguzel', 'Carter']}]",[],Architecture
48771,Fabricating Customization,9.0,"[{'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'MM', 'room': 'C4', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Ficca']}]",[],Architecture
48772,MAAD Advanced Synthesis Options Studio I,18.0,"[{'times': [{'days': [1, 3, 5], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'CFA', 'room': '200', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Ficca']}]",[],Architecture
48774,MAAD Pro-seminar I,3.0,"[{'times': [{'days': [5], 'begin': '12:00PM', 'end': '01:20PM', 'building': 'MM', 'room': '300', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Gutschow', 'Ficca']}]",[],Architecture
48782,Design + Computation 1: Programing,6.0,"[{'times': [{'days': [2], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'CFA', 'room': '317', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A1', 'instructors': ['Krishnamurti', 'Veloso']}]",[],Architecture
48783,Generative Modeling (GRAD),9.0,"[{'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'CFA', 'room': '214', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Bard']}]",[],Architecture
48784,Design + Computation II: Algorithms,6.0,"[{'times': [{'days': [2], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'CFA', 'room': '317', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Krishnamurti', 'Veloso']}]",[],Architecture
48790,Graduate Research Seminar,"6,9,12","[{'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Lee', 'Lam', 'Karaguzel', 'Hartkopf', 'Krishnamurti', 'Loftness']}]",[],Architecture
48792,Ph.D. Independent Study,0-99,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Abdul-Aziz']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'D', 'instructors': ['Carter']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'E', 'instructors': ['Cochran']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'H', 'instructors': ['Hartkopf']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'I', 'instructors': ['Oppenheim']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'J', 'instructors': ['Folan']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'K', 'instructors': ['Lam', 'Karaguzel']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'M', 'instructors': ['Cardoso Llach']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'O', 'instructors': ['Akin']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'R', 'instructors': ['Krishnamurti']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'S', 'instructors': ['Lee']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'V', 'instructors': ['Loftness']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'X', 'instructors': ['Instructor TBA']}]",[],Architecture
48793,Ph.D. Thesis,0-99,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Cochran', 'Akin', 'Hartkopf', 'Karaguzel', 'Krishnamurti', 'Lam', 'Lee', 'Loftness', 'Cardoso Llach']}]",[],Architecture
48795,"LEED, Green Design and Building Rating in Global Context",6.0,"[{'times': [{'days': [2, 4], 'begin': '10:30AM', 'end': '11:50AM', 'building': 'MM', 'room': '415IW', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A1', 'instructors': ['Baird']}, {'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'MM', 'room': '415IW', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Baird']}]",[],Architecture
48797,PhD Dissertation Defense,"5.0,36","[{'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Loftness', 'Krishnamurti', 'Lee', 'Akin', 'Hartkopf', 'Lam']}]",[],Architecture
48801,Office Visits,6.0,"[{'times': [{'days': [2], 'begin': '09:00AM', 'end': '05:00PM', 'building': 'MM', 'room': '410E', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Lee']}]",[],Architecture
48802,Principles of Research I,6.0,"[{'times': [{'days': [3], 'begin': '09:00AM', 'end': '05:00PM', 'building': 'MM', 'room': '410E', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Krishnamurti']}]",[],Architecture
48804,International Exchange I,12.0,"[{'times': [{'days': [6], 'begin': '09:00AM', 'end': '05:00PM', 'building': 'MM', 'room': '410', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Marion']}]",[],Architecture
48805,Directed Study I,6.0,"[{'times': [{'days': [4], 'begin': '09:00AM', 'end': '05:00PM', 'building': 'MM', 'room': '410E', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Akinci']}]",[],Architecture
48811,Proposal Preparation,VAR,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'D', 'instructors': ['Cardoso Llach']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'E', 'instructors': ['Cochran']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'O', 'instructors': ['Akin']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'R', 'instructors': ['Krishnamurti']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'V', 'instructors': ['Loftness']}]",[],Architecture
48812,Thesis Preparation DPP,VAR,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'D', 'instructors': ['Cardoso Llach']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'E', 'instructors': ['Cochran']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'O', 'instructors': ['Akin']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'R', 'instructors': ['Krishnamurti']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'V', 'instructors': ['Loftness']}]",[],Architecture
60050,Study Abroad,0.0,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Instructor TBA']}]",[],Art
60101,Concept Studio: The Self and the Human Being,10.0,"[{'times': [{'days': [1, 3], 'begin': '08:30AM', 'end': '11:20AM', 'building': 'CFA', 'room': '310', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Neuhaus']}, {'times': [{'days': [1, 3], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'CFA', 'room': '310', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Pena']}, {'times': [{'days': [2, 4], 'begin': '08:30AM', 'end': '11:20AM', 'building': 'CFA', 'room': '310', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'C', 'instructors': ['Washko']}, {'times': [{'days': [1, 3], 'begin': '08:30AM', 'end': '11:20AM', 'building': 'DH', 'room': 'C200', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'D', 'instructors': ['Andrew']}]",[],Art
60105,Critical Theory in Art I,9.0,"[{'times': [{'days': [3], 'begin': '06:30PM', 'end': '08:50PM', 'building': 'CFA', 'room': '303', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Versari']}, {'times': [{'days': [4], 'begin': '06:30PM', 'end': '08:50PM', 'building': 'CFA', 'room': '310', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Versari']}]",[],Art
60130,Sculptural Fabrication (Wood & Welding),5.0,"[{'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'DH', 'room': 'D200', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A1', 'instructors': ['Scarpone']}, {'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'DH', 'room': 'D200', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Scarpone']}, {'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'DH', 'room': 'B301', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B1', 'instructors': ['Mannino']}, {'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'DH', 'room': 'B301', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B2', 'instructors': ['Mannino']}, {'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'DH', 'room': 'B303', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'C1', 'instructors': ['Kumata']}, {'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'DH', 'room': 'B303', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'C2', 'instructors': ['Kumata']}, {'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'DH', 'room': 'C200', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'D1', 'instructors': ['Gooch']}, {'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'DH', 'room': 'C200', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'D2', 'instructors': ['Gooch']}]",[],Art
60141,Black and White Photography I,10.0,"[{'times': [{'days': [2, 4], 'begin': '08:30AM', 'end': '11:20AM', 'building': 'MM', 'room': 'B10', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Prekop']}, {'times': [{'days': [1, 3], 'begin': '08:30AM', 'end': '11:20AM', 'building': 'MM', 'room': 'B10', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Spradlin']}, {'times': [{'days': [1, 3], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'MM', 'room': 'B10', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'C', 'instructors': ['Gruzska']}]",[],Art
60142,Digital Photography I,10.0,"[{'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'MM', 'room': 'B2', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Vitone']}]",[],Art
60150,2D Media Studio: Drawing,10.0,"[{'times': [{'days': [1, 3], 'begin': '08:30AM', 'end': '11:20AM', 'building': 'CFA', 'room': '313', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Merrell']}, {'times': [{'days': [1, 3], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'CFA', 'room': '313', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Eggebrecht']}, {'times': [{'days': [2, 4], 'begin': '08:30AM', 'end': '11:20AM', 'building': 'CFA', 'room': '308', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'C', 'instructors': ['Mullins']}, {'times': [{'days': [2, 4], 'begin': '08:30AM', 'end': '11:20AM', 'building': 'CFA', 'room': '313', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'D', 'instructors': ['Ferrell']}]",[],Art
60157,Drawing for Non-Majors,10.0,"[{'times': [{'days': [1, 3], 'begin': '08:30AM', 'end': '11:20AM', 'building': 'CFA', 'room': '308', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Mullins']}]",[],Art
60200,Sophomore Review,0.0,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Instructor TBA']}]",[],Art
60202,Concept Studio: Systems and Processes,10.0,"[{'times': [{'days': [1, 3], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'CFA', 'room': '307', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Pell']}, {'times': [{'days': [1, 3], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'DH', 'room': 'C200', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Carson']}]",[],Art
60203,Concept Studio: EcoArt,10.0,"[{'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'DH', 'room': 'B302', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Bingham']}]",[],Art
60205,Modern Visual Culture 1789-1960,9.0,"[{'times': [{'days': [3], 'begin': '06:30PM', 'end': '08:50PM', 'building': 'CFA', 'room': '310', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Linden']}, {'times': [{'days': [4], 'begin': '06:30PM', 'end': '08:59PM', 'building': 'CFA', 'room': '303', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Linden']}]",[],Art
60210,Electronic Media Studio: Introduction to Interactivity,10.0,"[{'times': [{'days': [1, 3], 'begin': '06:30PM', 'end': '09:20PM', 'building': 'CFA', 'room': '111', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Record']}, {'times': [{'days': [1, 3], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'CFA', 'room': '318', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Pedercini']}, {'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'CFA', 'room': '318', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'C', 'instructors': ['Kang']}]",[],Art
60220,IDeATe Technical Character Animation,10.0,"[{'times': [{'days': [1, 3], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'CFA', 'room': '317', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Ma', 'Mahler']}]",[],Art
60223,IDeATE: Introduction to Physical Computing,10.0,"[{'times': [{'days': [2, 4], 'begin': '06:30PM', 'end': '08:20PM', 'building': 'HL', 'room': 'A10', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Townsend']}]",[],Art
60239,"Reading Pictures, Writing Photography",9.0,"[{'times': [{'days': [4], 'begin': '06:30PM', 'end': '09:20PM', 'building': 'PH', 'room': 'A19C', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Hsu']}]",[],Art
60241,Black and White Photography II,10.0,"[{'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'MM', 'room': 'B10', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Prekop']}]",[],Art
60242,Digital Photography II,10.0,"[{'times': [{'days': [1, 3], 'begin': '06:30PM', 'end': '09:20PM', 'building': 'MM', 'room': 'B2', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Mantle']}]",[],Art
60245,Portrait Photography,10.0,"[{'times': [{'days': [2, 4], 'begin': '08:30AM', 'end': '11:20AM', 'building': 'MM', 'room': 'B14', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Blum']}]",[],Art
60250,2D Media Studio: Painting,10.0,"[{'times': [{'days': [1, 3], 'begin': '06:30PM', 'end': '09:20PM', 'building': 'CFA', 'room': '304', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Shimoyama']}, {'times': [{'days': [2, 4], 'begin': '08:30AM', 'end': '11:20AM', 'building': 'CFA', 'room': '304', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Slavick']}]",[],Art
60251,2D Media Studio: Print Media,10.0,"[{'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'DH', 'room': 'C300', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Yeh']}]",[],Art
60389,History of Art Science,9.0,"[{'times': [{'days': [4], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'CFA', 'room': '303', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Fitzpatrick']}]",[],Art
60398,Social History of Animation,9.0,"[{'times': [{'days': [2, 4], 'begin': '10:00AM', 'end': '11:20AM', 'building': 'CFA', 'room': '303', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Duesing']}]",[],Art
